R,G,B
124,139,49
125,140,49
127,141,49
125,140,49
126,140,49
126,142,49
125,139,49
124,139,49
127,141,51
131,145,51
127,141,48
126,139,49
125,138,49
124,138,48
125,140,49
126,141,49
126,141,49
127,141,49
126,141,49
126,141,48
124,138,48
125,140,49
128,142,49
126,139,49
125,139,49
125,139,49
125,140,49
125,140,49
125,141,49
125,139,50
124,139,49
125,140,49
125,140,49
125,140,49
125,139,48
125,141,50
126,140,49
125,141,50
125,139,49
124,139,49
125,140,50
125,140,50
126,140,49
126,140,50
125,139,50
126,139,48
126,139,48
126,139,49
125,139,49
125,140,50
125,141,49
126,140,50
126,140,50
125,139,49
126,140,49
129,143,51
126,140,50
126,142,49
126,140,49
126,140,50
126,140,49
126,140,49
125,139,50
125,139,49
126,140,49
126,140,49
126,140,50
126,139,49
126,140,49
126,140,49
125,140,49
125,141,50
125,139,50
123,141,49
125,140,49
125,139,49
125,140,49
125,140,49
125,140,49
126,139,49
125,139,49
125,139,49
125,140,49
125,141,49
125,140,48
127,140,49
127,141,50
125,140,50
127,142,50
127,141,49
127,140,49
126,141,50
127,141,49
128,142,50
127,142,50
128,142,50
127,141,49
128,141,49
127,141,49
128,141,50
127,141,50
127,141,50
127,140,49
127,140,49
126,140,50
126,140,48
126,140,49
127,140,50
127,140,49
127,140,50
127,140,49
128,141,49
126,140,49
126,140,49
127,140,50
127,141,49
127,142,50
128,142,51
127,141,49
128,141,50
128,141,51
128,141,49
125,139,50
124,138,49
124,138,49
124,137,49
123,137,49
124,138,49
125,138,49
125,138,49
125,138,49
125,138,50
125,138,49
125,139,49
125,139,49
125,139,50
125,139,50
125,139,50
126,139,49
126,139,49
126,140,52
126,141,48
127,141,51
127,142,49
127,141,49
126,140,50
126,141,50
126,142,50
126,140,49
126,140,49
127,141,50
126,140,48
126,140,49
126,140,50
126,141,50
127,142,50
128,142,50
128,142,51
126,141,49
126,141,51
126,141,51
127,142,49
127,141,49
127,141,49
127,142,49
126,142,49
128,141,49
127,142,49
128,143,51
128,144,50
127,143,51
128,144,50
128,144,50
128,144,50
128,143,50
129,143,50
128,142,51
130,145,52
130,146,51
130,144,51
129,145,52
131,147,53
132,147,53
131,146,52
131,146,52
131,146,51
131,146,51
130,145,50
129,146,51
130,146,51
131,146,51
130,146,51
130,145,50
130,146,51
130,146,50
130,144,51
129,145,51
129,146,51
129,145,50
129,145,51
129,145,50
129,144,50
128,144,50
129,144,50
129,144,50
128,144,50
129,144,50
129,144,50
129,146,51
129,145,51
129,145,51
130,145,51
130,145,51
130,146,51
130,146,51
131,145,49
130,145,50
129,145,51
130,145,51
130,146,50
131,147,51
130,145,51
130,145,51
130,145,51
129,144,51
128,144,51
128,144,51
129,144,50
129,144,50
129,144,50
129,145,51
129,144,51
129,144,51
129,144,51
129,145,51
129,145,51
129,144,51
129,144,51
129,145,51
128,144,51
129,145,51
129,145,51
129,144,51
129,144,50
129,144,51
129,144,50
129,144,50
128,144,51
128,143,51
128,144,51
128,144,51
128,143,50
127,142,50
128,142,51
128,144,52
128,143,51
128,142,50
127,142,51
126,142,51
128,143,51
126,140,49
125,139,49
125,140,49
126,140,50
127,141,50
126,141,51
126,141,48
126,141,49
126,141,51
127,140,50
125,140,49
126,141,49
127,141,49
125,140,49
126,140,49
126,141,49
125,140,47
124,139,48
125,141,49
125,139,49
125,139,49
125,139,49
124,138,49
123,138,49
124,139,49
124,138,49
123,138,49
122,138,49
123,137,48
123,137,48
123,137,48
123,137,48
123,138,48
123,137,46
123,137,48
123,138,49
123,137,48
122,136,47
123,137,49
123,137,48
123,137,49
124,137,48
123,137,48
123,137,48
123,137,48
123,137,48
123,137,48
124,138,49
123,137,48
123,137,48
124,138,48
123,137,48
123,138,48
123,137,48
124,138,48
123,138,48
123,138,48
124,138,48
124,138,48
123,137,48
124,137,47
124,138,48
124,137,48
124,138,49
124,138,48
124,138,49
124,138,48
124,138,48
124,138,48
124,139,49
124,139,49
124,141,49
124,138,47
124,139,49
124,139,49
124,139,49
124,138,49
124,139,49
125,139,49
124,139,49
124,139,49
125,139,49
125,139,49
125,138,50
127,142,49
125,140,49
125,140,49
125,140,49
125,140,50
125,140,49
125,140,49
125,140,50
125,140,50
125,140,50
125,140,50
125,140,50
126,143,51
126,140,49
126,141,50
126,142,51
126,140,50
125,140,50
124,142,50
127,142,51
126,142,50
127,142,51
126,141,50
126,141,50
126,141,48
124,143,51
126,141,50
124,142,51
126,141,50
126,142,50
126,141,50
126,141,49
127,142,51
126,140,50
126,142,51
126,142,51
127,142,51
126,141,49
127,141,49
126,141,50
126,142,49
127,142,51
126,141,49
127,142,51
126,141,49
126,141,50
127,141,49
126,141,50
126,142,49
126,142,51
127,142,51
126,141,51
127,142,52
127,141,50
127,141,50
127,141,50
128,141,50
128,141,50
126,142,51
126,141,50
127,142,51
127,141,51
127,142,51
126,141,51
127,142,51
127,141,50
126,139,51
126,141,50
126,141,49
127,142,51
128,142,51
126,141,50
127,141,50
127,142,51
126,141,50
127,141,51
126,140,51
127,142,51
126,141,50
126,141,50
126,140,50
126,141,50
127,142,51
125,142,49
126,142,50
127,142,50
127,142,50
126,141,49
127,142,49
127,142,50
127,141,49
126,141,49
127,142,50
127,142,50
126,141,50
126,140,49
125,140,49
125,140,49
125,141,51
126,140,50
126,140,48
126,139,50
124,139,50
124,139,50
125,140,50
126,139,50
126,139,50
126,139,50
126,139,50
127,138,50
126,141,51
127,141,51
127,141,51
127,141,51
127,141,51
128,141,51
127,140,51
126,140,50
126,141,51
126,140,51
127,141,51
127,141,50
126,141,52
125,140,47
126,141,50
126,140,48
126,141,51
126,140,50
126,141,50
126,141,51
127,141,51
126,142,51
127,142,51
127,142,51
127,142,51
126,141,50
126,140,50
127,142,51
127,141,50
127,142,51
126,142,51
127,142,50
127,142,51
127,142,51
126,142,51
127,140,49
127,142,52
126,142,51
127,142,51
126,143,50
127,142,51
127,142,51
126,141,50
126,142,51
126,142,51
127,142,50
127,142,51
127,142,51
126,141,51
127,142,50
126,142,51
127,141,51
127,141,50
127,142,51
127,141,51
126,141,51
127,142,51
127,141,50
127,142,50
126,142,51
127,142,50
126,142,51
127,142,51
125,142,51
127,142,50
127,141,50
126,141,50
127,141,51
127,142,51
126,141,50
126,142,51
126,141,50
127,141,51
127,142,51
127,142,51
127,142,51
126,141,50
126,141,50
126,141,50
126,141,51
125,141,50
125,141,49
126,140,49
125,140,50
126,142,49
126,141,49
126,140,50
126,141,50
126,141,51
126,140,50
126,141,51
126,141,50
126,140,50
126,140,50
126,141,51
127,140,50
126,140,50
126,139,52
126,140,50
126,140,51
127,141,50
126,140,50
126,140,50
126,140,50
126,140,50
125,140,50
126,140,49
125,140,49
126,140,49
125,141,50
126,141,49
126,140,49
126,141,49
126,140,49
126,140,49
125,140,49
125,140,49
125,140,49
125,140,50
127,142,50
126,140,50
126,141,50
125,140,50
125,140,50
126,140,51
125,140,50
122,142,50
125,137,50
126,140,50
124,140,50
126,140,50
125,140,48
125,140,48
125,140,50
126,140,50
126,140,50
125,141,51
126,140,50
126,140,50
125,140,50
125,138,50
126,141,51
126,140,50
125,140,50
125,140,50
125,140,50
126,140,49
125,140,50
125,139,50
125,139,50
125,139,50
124,138,49
125,139,49
125,139,50
125,139,49
125,139,49
125,139,49
124,139,49
125,139,50
125,138,49
125,138,49
125,139,49
125,139,48
125,139,49
125,138,49
124,138,50
125,139,49
125,139,49
125,139,49
125,139,48
125,140,47
125,140,48
124,140,48
124,140,48
125,141,48
125,141,49
125,141,50
125,141,49
125,142,49
126,142,49
127,143,50
127,142,49
127,143,49
126,142,50
127,144,51
128,144,51
126,142,49
127,143,51
127,143,50
127,143,50
127,142,51
128,143,50
127,143,50
126,142,51
127,143,50
126,143,51
127,142,50
126,141,51
127,142,51
126,143,51
128,141,50
125,142,51
125,141,50
127,142,50
125,141,50
126,141,50
126,141,50
125,141,50
126,142,50
125,141,51
126,142,51
126,142,49
125,142,50
126,141,49
125,141,50
125,141,50
129,142,51
126,142,50
125,141,50
126,142,51
126,142,51
125,141,51
126,142,51
126,142,50
126,142,51
125,141,50
125,141,49
125,141,49
125,139,50
124,141,50
124,141,50
124,141,50
124,141,50
125,141,50
124,141,50
124,141,49
124,138,51
128,144,51
124,141,49
125,141,49
124,141,49
125,141,49
124,141,50
124,141,50
125,141,51
126,142,50
126,144,51
127,144,51
127,144,51
125,141,50
124,142,51
126,143,51
125,143,51
126,143,50
125,142,50
125,142,50
125,142,50
126,143,50
125,142,51
126,142,51
125,142,50
126,143,50
126,142,50
125,142,49
126,143,51
126,143,51
124,141,51
125,140,50
125,141,49
124,141,50
124,141,49
124,142,49
124,140,50
124,141,50
124,141,49
124,141,49
124,141,51
124,139,50
124,141,50
124,141,50
125,141,50
124,141,50
125,141,50
125,143,51
125,141,50
121,141,51
126,141,50
124,142,51
126,142,51
126,142,51
125,139,51
126,141,51
126,141,49
125,141,49
127,142,51
126,141,50
125,141,50
124,141,50
124,141,50
124,141,50
124,140,50
124,140,50
123,140,49
123,141,50
124,140,49
123,141,51
123,139,49
123,139,50
123,140,49
123,139,49
123,139,50
123,138,46
123,139,50
123,139,49
125,139,49
123,139,50
122,139,50
122,139,50
123,140,49
122,139,50
122,139,51
122,140,50
122,139,50
122,139,49
123,139,50
122,138,50
122,139,51
122,139,49
122,138,50
122,139,49
122,139,50
122,139,50
121,138,50
121,139,50
121,138,50
121,138,50
122,139,50
121,139,50
122,139,50
121,139,50
122,140,50
122,140,50
122,139,50
122,139,50
122,139,50
122,140,50
121,139,50
122,140,50
122,140,50
121,139,45
121,139,45
123,140,50
123,140,50
122,140,50
122,140,50
123,140,50
122,140,50
123,141,50
121,141,51
121,141,50
125,142,50
123,139,50
123,139,50
124,139,50
123,139,49
123,139,49
123,141,50
122,139,49
122,139,49
122,139,49
122,139,49
122,139,49
122,138,50
123,140,50
123,140,50
122,138,49
122,139,48
122,138,48
122,138,48
121,138,48
121,138,46
121,138,46
123,139,49
122,139,49
122,138,49
122,140,49
124,140,50
124,141,49
122,138,49
122,139,49
122,139,49
122,138,49
122,138,49
122,139,49
122,138,49
121,138,49
121,138,49
121,138,49
121,138,49
122,138,49
122,139,49
122,139,49
122,139,50
122,139,50
122,139,49
122,140,49
122,140,50
123,139,50
122,140,49
123,141,50
123,140,49
123,140,48
123,140,50
122,139,49
123,139,50
123,139,51
123,139,50
123,140,50
124,140,50
124,142,51
127,142,51
124,141,48
125,141,50
124,139,51
124,141,50
124,141,50
125,141,50
125,143,51
126,140,51
125,143,50
126,143,51
126,142,50
126,143,51
125,142,51
126,143,51
125,142,52
125,143,51
125,142,50
126,142,50
126,142,50
127,143,52
125,141,50
125,142,50
126,143,51
125,141,51
126,143,52
126,141,50
125,141,50
124,142,50
125,143,52
124,141,50
124,142,50
125,142,49
125,142,50
126,143,50
126,143,50
124,142,51
125,143,51
126,143,51
125,142,50
126,143,51
125,143,51
125,143,51
126,144,51
125,142,50
126,144,52
127,143,52
127,143,52
126,143,52
126,143,52
126,144,51
126,142,51
126,142,51
126,143,52
126,142,52
127,143,52
127,143,50
126,143,52
127,143,51
126,142,50
126,143,50
127,143,51
125,143,51
127,143,51
127,144,51
126,143,50
127,143,51
127,143,51
127,142,51
127,143,50
126,142,50
125,141,51
124,140,50
124,140,50
124,140,50
125,140,50
125,141,50
124,140,49
125,140,50
125,140,50
125,140,50
125,141,50
126,142,49
126,142,51
126,141,49
125,141,50
126,142,51
126,141,51
125,141,50
125,141,50
126,142,51
126,142,51
127,142,50
127,142,47
126,142,51
127,143,53
128,143,51
128,142,52
127,143,52
128,142,50
128,143,50
127,143,51
128,143,51
128,143,50
127,142,50
127,142,50
127,143,51
128,143,52
128,143,51
128,144,51
129,144,50
128,143,51
127,143,50
128,143,51
128,144,51
128,144,51
128,143,51
128,143,51
128,144,51
128,142,51
128,143,52
128,143,50
127,143,50
126,142,50
127,143,50
126,143,51
127,143,51
126,143,51
127,142,50
127,143,50
127,142,50
127,142,50
127,143,51
127,143,50
127,143,50
126,142,50
126,142,50
127,143,51
127,143,51
126,142,50
127,142,51
127,143,50
127,141,51
127,143,51
127,144,51
127,143,50
128,144,50
127,143,50
127,144,51
127,143,50
128,144,51
127,143,50
128,144,51
128,145,51
129,145,51
128,142,51
129,145,51
129,145,51
129,145,51
129,145,51
129,145,51
128,145,51
128,145,51
128,145,51
128,145,51
128,144,51
128,144,51
128,144,52
127,145,50
127,143,49
127,144,51
127,144,51
127,143,51
128,143,51
127,143,51
126,142,50
127,144,52
127,142,50
127,143,52
127,143,52
126,143,51
126,143,51
127,143,52
126,142,52
126,143,51
127,143,52
126,142,50
126,142,51
126,143,49
127,143,51
127,143,51
126,142,50
127,142,50
126,143,51
126,142,51
127,143,51
125,143,51
126,143,50
125,143,50
125,141,50
125,142,50
125,139,50
125,142,51
126,142,51
126,142,51
125,141,50
125,141,50
125,142,51
126,141,50
124,141,50
125,141,50
124,141,50
126,141,50
124,141,50
124,140,49
126,141,51
124,141,50
125,142,52
125,141,50
125,142,50
125,141,50
126,142,51
126,141,51
125,140,51
126,142,51
126,142,50
126,142,51
125,142,51
126,141,50
126,142,52
126,141,50
126,141,50
126,142,51
127,143,49
125,141,51
126,142,51
125,142,50
125,141,50
123,142,50
127,143,52
125,143,51
126,142,50
126,142,50
125,142,51
126,141,50
126,142,51
125,143,51
126,142,50
126,143,51
125,142,50
126,143,51
126,142,50
125,142,50
126,141,50
126,140,51
125,142,51
125,143,53
126,143,51
126,143,51
126,143,52
127,143,51
126,142,51
126,143,51
125,143,51
125,143,50
126,142,52
125,143,50
125,142,50
126,142,50
126,143,50
127,143,51
126,142,50
126,143,51
126,143,51
127,143,50
126,143,52
126,143,51
127,142,50
126,142,51
127,143,52
128,142,50
128,144,52
128,144,52
128,145,51
128,145,52
129,147,52
130,147,51
131,148,52
132,148,52
130,146,52
124,140,49
119,135,49
123,139,49
125,141,50
124,139,50
123,139,49
124,140,51
123,139,50
123,139,51
125,141,51
124,140,51
123,140,51
124,140,51
124,139,51
123,139,51
125,140,51
124,139,50
123,139,50
125,141,51
124,140,50
122,139,50
124,140,50
123,138,50
124,140,49
124,139,50
124,140,51
124,139,51
123,139,50
124,140,51
127,139,50
124,140,50
124,140,50
124,139,50
121,140,50
123,139,50
123,138,51
123,138,51
123,140,47
122,138,47
123,137,52
125,140,51
124,140,51
124,140,51
124,140,51
123,138,49
122,139,50
124,139,50
123,140,50
123,139,50
123,140,50
123,140,50
124,139,53
123,139,50
123,140,50
123,139,50
124,139,50
123,139,50
123,139,50
123,139,50
123,139,50
123,138,51
123,139,50
123,139,50
123,139,50
123,139,50
123,139,50
123,138,49
123,139,50
123,139,50
124,140,51
124,140,51
123,139,50
124,139,50
123,139,50
123,139,50
123,139,51
125,136,51
123,137,50
122,135,50
122,135,50
123,138,50
123,138,49
125,140,51
125,142,52
127,142,51
123,139,50
122,138,49
123,139,50
122,135,48
122,138,50
123,139,51
122,138,50
123,139,50
123,138,49
123,139,50
123,139,50
123,139,50
123,139,50
123,139,50
122,138,49
123,138,49
123,139,52
123,138,50
123,139,50
123,138,49
123,138,49
123,139,50
123,139,50
123,139,50
124,139,50
124,136,51
123,139,50
121,141,51
123,138,50
123,139,50
123,139,50
123,139,50
123,139,50
124,139,50
124,139,50
123,139,50
124,139,50
123,139,50
124,139,50
123,139,50
123,140,50
123,139,50
124,138,49
123,139,50
124,139,50
124,141,51
126,139,50
123,139,50
124,139,50
124,139,50
123,139,50
123,140,50
123,138,47
123,139,50
124,139,50
124,139,50
124,139,50
124,140,50
124,140,50
124,140,51
124,140,51
122,138,49
124,140,50
123,138,49
123,139,51
124,140,51
124,140,51
123,139,50
124,139,50
123,138,50
124,139,50
123,139,50
123,139,50
123,140,50
123,139,50
124,140,50
124,140,50
123,140,50
123,139,50
124,140,50
125,141,51
125,140,51
124,140,51
124,140,50
124,140,51
124,140,52
124,140,50
124,141,51
124,141,51
125,141,51
124,141,50
124,140,51
124,140,50
124,141,51
124,141,51
124,140,51
125,143,52
122,139,50
124,141,52
123,139,50
124,140,52
126,142,50
121,138,50
126,142,51
125,141,50
127,142,50
124,142,52
124,141,50
123,140,50
126,141,50
125,142,50
126,142,52
126,139,52
124,141,50
125,142,51
127,143,50
124,138,52
126,142,51
124,140,49
126,142,51
124,141,51
124,141,50
125,143,52
127,143,51
126,141,50
124,140,50
125,141,51
125,141,50
124,141,51
125,141,50
125,142,50
124,140,50
126,142,51
126,142,51
126,142,50
126,142,51
125,141,50
126,143,51
126,143,52
127,142,51
126,142,51
123,139,46
123,141,50
125,141,50
125,140,50
124,140,50
125,139,51
125,140,51
125,142,50
125,142,50
125,141,50
126,142,51
125,142,50
125,141,50
126,142,51
123,142,51
126,141,50
125,140,50
125,140,50
124,139,50
123,138,50
122,137,50
122,137,51
122,138,50
122,139,50
125,140,50
126,142,52
125,141,50
125,141,51
125,141,50
125,141,51
126,142,51
126,142,50
126,142,50
125,141,52
125,143,51
126,143,50
125,142,50
125,141,49
125,142,51
126,142,50
125,141,50
126,143,52
125,142,50
125,141,50
125,141,51
125,143,50
126,143,51
128,144,52
127,143,50
124,140,50
124,140,50
125,141,49
125,141,50
126,142,52
126,143,52
125,141,50
125,141,50
126,145,52
128,143,51
127,143,52
127,142,50
125,141,50
126,141,51
124,141,52
126,143,52
126,141,50
126,142,50
124,141,51
126,143,51
127,143,51
124,140,50
124,140,50
125,141,50
127,142,51
125,141,51
125,142,51
126,142,51
126,142,51
126,141,51
125,140,51
126,142,52
127,143,51
127,143,52
125,140,51
125,141,50
125,141,51
127,143,52
125,142,51
126,142,50
126,141,50
127,143,52
127,142,51
125,141,51
125,141,50
125,141,50
127,140,52
126,141,50
125,141,50
125,140,51
125,141,51
125,141,50
125,143,52
125,141,50
126,142,50
126,142,51
126,142,50
126,141,50
126,142,50
126,142,51
125,141,50
126,142,51
126,142,51
125,141,50
126,142,52
125,142,52
126,142,51
125,141,50
125,143,51
126,142,51
126,140,51
126,142,51
125,141,50
125,141,51
126,142,51
125,142,50
125,142,50
126,142,50
125,142,51
126,142,51
125,141,51
125,142,51
125,142,51
125,142,51
126,141,51
125,142,51
126,142,51
126,142,51
125,142,51
125,140,50
126,142,51
125,142,51
125,141,50
126,142,50
125,141,51
125,141,50
126,142,52
125,141,51
126,143,51
126,142,52
126,142,51
125,141,52
126,142,50
126,142,51
126,141,50
125,141,50
125,141,50
126,141,50
126,142,51
126,141,50
126,141,51
125,142,50
125,142,50
126,142,51
125,142,50
125,141,51
125,141,52
126,143,50
125,141,51
125,142,50
125,141,50
126,141,51
126,141,50
125,141,52
126,142,50
125,140,52
125,142,50
126,141,50
126,142,50
125,142,50
125,141,51
125,142,50
125,138,51
125,143,52
125,140,52
125,141,50
125,141,51
125,141,50
126,141,51
125,141,50
126,141,51
126,142,52
125,141,50
126,142,50
125,141,51
126,142,50
125,141,53
126,141,51
125,141,50
126,143,51
125,142,51
126,142,51
125,141,51
125,142,51
125,141,52
126,142,51
126,141,50
126,142,51
125,141,51
126,141,49
125,141,50
126,141,52
126,141,50
125,141,50
125,142,51
125,141,50
126,142,50
126,142,51
125,141,50
124,142,50
126,141,50
125,141,51
126,142,50
125,140,51
126,143,51
125,142,51
125,140,52
126,142,50
125,141,52
126,142,50
125,141,52
126,142,50
126,142,51
125,141,50
125,142,50
125,141,50
125,142,51
125,142,50
125,142,52
125,141,52
126,141,50
125,141,50
125,141,52
126,142,52
125,141,51
126,143,52
126,142,51
125,141,50
126,143,50
125,141,51
125,141,51
125,141,50
126,142,51
125,141,50
125,141,51
126,141,50
126,142,50
126,142,50
126,141,50
126,142,51
126,143,51
125,141,50
125,141,50
125,141,50
125,141,50
126,142,50
125,141,51
125,142,51
125,142,51
126,142,52
125,143,50
125,141,50
125,141,52
125,142,50
125,141,51
125,142,51
125,140,51
126,142,50
126,142,50
125,141,50
126,141,51
125,142,50
126,142,50
125,141,50
125,142,52
125,141,50
125,143,51
126,142,50
124,140,50
126,142,51
126,141,52
125,142,52
125,142,51
125,141,50
125,141,50
126,142,50
126,140,46
126,142,51
125,142,51
126,143,51
125,141,51
125,141,50
126,142,51
126,142,51
126,142,50
126,143,51
125,142,51
125,142,51
125,141,50
126,141,50
125,142,50
126,141,50
126,141,51
125,142,50
125,141,51
125,142,48
125,141,51
125,142,51
126,142,52
125,142,51
126,142,50
125,141,50
125,141,51
125,142,50
126,142,52
125,142,50
125,141,50
126,141,50
126,142,50
125,140,50
126,141,51
125,141,51
125,141,50
125,141,51
125,141,52
126,142,50
125,141,52
125,141,51
126,141,50
126,142,51
125,141,51
125,142,51
125,143,50
124,140,52
122,142,51
125,142,49
125,141,52
125,141,51
125,141,51
125,142,51
125,141,51
125,142,51
126,142,51
125,142,50
125,142,51
125,142,50
125,141,50
125,142,52
126,141,51
125,142,51
123,142,51
125,142,51
125,142,51
125,142,51
126,142,51
126,141,52
126,143,51
126,142,51
126,142,51
126,141,50
125,141,50
125,141,49
126,142,51
125,141,52
125,141,51
125,141,50
127,142,51
126,142,52
125,141,50
126,142,50
126,142,51
125,142,51
125,141,51
126,142,50
126,142,52
126,142,50
125,142,50
125,142,50
124,141,51
125,142,50
126,142,51
126,142,51
126,141,50
125,141,50
125,142,51
125,142,51
126,142,50
125,142,51
125,142,50
125,141,51
125,141,50
125,141,50
125,141,51
125,141,50
125,141,50
125,141,50
125,141,50
125,141,50
125,141,52
125,141,49
125,139,50
126,141,50
125,141,51
126,142,52
126,142,51
126,141,51
125,141,50
125,141,50
124,142,50
125,141,51
125,141,50
125,141,50
126,142,51
125,141,50
125,141,50
125,142,51
125,141,52
125,141,51
126,142,51
125,142,50
125,141,50
126,140,49
126,142,52
126,141,51
125,141,50
125,142,51
126,141,51
125,142,52
127,141,50
125,141,50
125,141,50
125,141,50
125,141,50
125,141,51
125,142,51
125,142,51
125,141,51
125,141,52
125,141,52
125,141,52
125,141,51
125,141,50
123,142,51
125,141,51
125,141,50
125,141,51
126,141,50
126,141,49
125,142,51
126,142,51
125,141,51
126,142,51
125,141,50
125,141,51
125,141,51
126,142,51
126,141,50
125,142,52
125,141,51
126,140,51
125,141,51
125,141,51
125,141,50
125,141,50
126,141,50
125,142,50
125,141,50
126,143,51
125,142,51
125,141,51
125,141,51
125,141,52
127,141,51
126,141,51
125,141,51
125,141,51
126,142,51
125,141,48
125,141,50
126,142,50
125,141,51
125,142,51
126,141,50
125,141,51
126,142,51
125,141,50
125,142,50
125,142,50
125,142,51
125,141,51
126,142,52
125,142,51
125,141,48
126,141,47
126,142,51
125,143,52
126,142,51
125,143,50
125,141,51
125,141,51
125,141,51
125,141,51
125,141,50
125,141,51
126,142,50
125,141,50
125,141,51
126,141,51
125,141,51
125,142,52
125,141,51
125,141,50
125,141,51
125,141,51
126,141,50
125,142,52
126,142,51
125,141,51
125,141,51
125,141,50
126,142,52
126,141,51
126,142,51
125,141,51
125,141,50
125,142,52
125,141,50
125,142,51
125,143,51
125,141,50
126,140,51
126,142,51
125,141,50
125,141,50
125,141,50
126,141,51
125,142,52
125,142,50
125,141,50
125,142,50
125,141,52
125,141,50
125,141,50
125,141,52
125,142,51
125,141,50
125,141,51
125,141,50
125,141,50
125,141,50
125,141,50
125,141,51
125,141,51
126,143,51
125,141,51
125,142,51
126,140,51
126,142,52
125,143,51
125,141,50
126,141,50
126,142,50
125,142,50
126,141,50
126,141,49
126,142,50
125,141,51
125,143,52
126,141,50
126,142,52
125,142,51
125,141,51
126,141,50
125,141,50
126,142,52
125,141,50
125,142,52
125,142,52
125,141,51
125,141,50
126,141,50
125,141,50
125,143,51
125,141,51
125,141,50
125,141,50
125,141,50
125,141,50
126,142,50
125,138,52
125,140,51
125,141,51
126,139,50
125,141,50
125,142,52
125,142,50
125,141,50
126,142,52
125,142,51
125,141,51
125,141,50
126,142,51
126,142,51
123,142,50
125,141,50
126,141,52
125,141,50
125,141,50
126,142,51
126,142,52
126,141,51
125,141,50
126,142,50
125,141,51
125,141,52
126,142,52
126,142,51
125,142,50
126,142,51
125,141,50
125,142,50
125,141,50
125,141,52
125,141,51
126,141,50
125,142,50
123,141,51
126,142,52
126,141,50
124,141,50
125,141,50
125,142,51
126,142,52
125,142,50
125,141,51
126,142,50
125,141,50
126,139,52
125,141,52
125,141,50
126,141,50
125,142,51
125,142,51
126,142,50
125,141,51
126,141,51
126,142,52
126,142,51
126,143,50
126,142,50
126,141,50
126,142,51
125,142,51
126,142,51
125,142,50
125,141,51
125,141,51
125,142,51
126,142,51
125,141,51
126,140,51
125,140,50
125,141,50
125,142,51
125,142,50
126,142,50
126,141,50
126,142,52
125,141,51
125,141,50
125,141,50
125,142,51
125,141,50
125,141,50
125,141,50
125,142,51
125,141,51
125,141,50
125,140,51
126,141,51
126,142,52
127,144,52
128,143,51
123,142,51
125,140,50
124,141,51
127,142,51
127,142,51
125,141,50
125,140,50
126,141,50
125,142,47
126,142,52
126,142,51
127,142,51
127,144,52
127,142,51
127,143,51
124,139,50
123,139,49
125,142,51
127,142,53
127,141,50
124,141,50
125,140,50
124,142,50
126,143,52
127,144,52
125,141,51
125,141,50
125,141,51
124,140,50
125,143,51
126,142,51
125,142,51
125,141,50
125,141,51
125,141,51
126,141,51
125,141,51
124,141,50
125,142,51
127,143,50
124,142,50
124,141,51
126,142,50
127,142,51
125,140,50
126,142,51
126,141,51
125,141,51
126,142,51
125,141,51
125,141,50
125,141,50
125,142,50
125,142,50
123,143,50
125,141,51
125,141,51
125,142,51
126,143,50
125,141,50
125,141,50
125,141,50
125,141,50
125,141,50
125,141,50
125,141,51
125,142,51
125,142,51
125,143,52
125,143,51
122,142,51
125,141,50
125,141,51
125,141,51
126,142,51
125,141,51
127,141,50
126,142,50
125,141,52
126,143,52
126,141,50
125,141,50
125,141,50
125,142,50
126,142,51
126,141,50
126,142,51
125,141,50
125,141,50
126,142,51
125,141,50
126,142,51
126,142,51
125,141,50
125,141,50
126,142,51
125,142,51
125,141,50
125,141,51
126,140,52
125,142,51
126,142,51
126,142,51
125,141,50
125,141,50
126,142,51
125,141,52
125,141,50
125,141,50
125,141,50
125,141,50
125,141,50
126,141,51
126,142,51
125,142,52
126,142,52
125,141,51
125,141,47
126,142,50
126,141,51
125,141,50
126,142,51
126,141,51
126,142,51
126,141,50
126,142,51
127,142,50
125,141,50
125,142,51
126,143,50
125,141,50
126,141,50
127,143,51
125,141,51
125,142,51
126,142,51
125,142,51
126,142,51
126,142,50
125,143,50
126,142,52
125,141,51
125,142,49
124,142,50
126,142,51
125,142,50
125,142,52
125,141,50
